/usr/lib/jdk1.8.0_111/bin/java -Didea.launcher.port=7538 -Didea.launcher.bin.path=/home/centos/Downloads/idea-IC-163.10154.41/bin -Dfile.encoding=UTF-8 -classpath /usr/lib/jdk1.8.0_111/jre/lib/charsets.jar:/usr/lib/jdk1.8.0_111/jre/lib/deploy.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/cldrdata.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/dnsns.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/jaccess.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/jfxrt.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/localedata.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/nashorn.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunec.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunjce_provider.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/sunpkcs11.jar:/usr/lib/jdk1.8.0_111/jre/lib/ext/zipfs.jar:/usr/lib/jdk1.8.0_111/jre/lib/javaws.jar:/usr/lib/jdk1.8.0_111/jre/lib/jce.jar:/usr/lib/jdk1.8.0_111/jre/lib/jfr.jar:/usr/lib/jdk1.8.0_111/jre/lib/jfxswt.jar:/usr/lib/jdk1.8.0_111/jre/lib/jsse.jar:/usr/lib/jdk1.8.0_111/jre/lib/management-agent.jar:/usr/lib/jdk1.8.0_111/jre/lib/plugin.jar:/usr/lib/jdk1.8.0_111/jre/lib/resources.jar:/usr/lib/jdk1.8.0_111/jre/lib/rt.jar:/home/centos/IdeaProjects/Verk1/out/production/Verk1:/home/centos/.ivy2/cache/org.scala-lang/scala-library/jars/scala-library-2.12.1.jar:/home/centos/.ivy2/cache/org.scala-lang/scala-reflect/jars/scala-reflect-2.12.1.jar:/home/centos/Downloads/idea-IC-163.10154.41/lib/idea_rt.jar com.intellij.rt.execution.application.AppMain Main -s 1000 -e 100000 -n 3 -w 10000000 -i 500 -sm 3000
Parameters: S: 1000 , E: 100000 , N: 3 , W: 10000000 , I:500 , Sm: 3000
Resetting counter between each W random write operations
---------------------
---------------------
Testing writes by finger table
NetworkSize: 1001
44536: writeCount 2209
44597: writeCount 6922
44686: writeCount 15105
44692: writeCount 15614
44813: writeCount 21714
44823: writeCount 13596
44872: writeCount 17980
44888: writeCount 7566
44892: writeCount 7184
44915: writeCount 4532
44928: writeCount 3934
44949: writeCount 5649
44989: writeCount 7344
45009: writeCount 7988
45115: writeCount 16561
45131: writeCount 14697
45147: writeCount 13810
45156: writeCount 4460
45214: writeCount 8247
45220: writeCount 7293
45333: writeCount 18015
45352: writeCount 13670
45370: writeCount 14919
45372: writeCount 3867
45411: writeCount 5847
45426: writeCount 5722
45432: writeCount 5869
45469: writeCount 5860
45488: writeCount 6305
45504: writeCount 7352
45537: writeCount 6802
45609: writeCount 11958
45631: writeCount 12973
45663: writeCount 12565
45713: writeCount 10463
45785: writeCount 15455
45797: writeCount 13431
45805: writeCount 9273
45840: writeCount 5483
45856: writeCount 5830
45898: writeCount 9137
45902: writeCount 6091
45991: writeCount 13390
46010: writeCount 11106
46047: writeCount 14280
46084: writeCount 9108
46103: writeCount 9094
46109: writeCount 6134
46153: writeCount 6834
46161: writeCount 5786
46172: writeCount 6283
46246: writeCount 9141
46270: writeCount 10778
46355: writeCount 18207
46429: writeCount 18474
46481: writeCount 21283
46541: writeCount 19435
46588: writeCount 16007
46609: writeCount 12787
46658: writeCount 11667
46664: writeCount 7840
46671: writeCount 6346
46679: writeCount 2057
46767: writeCount 10364
46836: writeCount 17198
46878: writeCount 19940
46887: writeCount 11954
46893: writeCount 5596
46989: writeCount 11090
46997: writeCount 11007
47096: writeCount 20646
47101: writeCount 11078
47123: writeCount 12423
47130: writeCount 3328
47199: writeCount 10322
47233: writeCount 11108
47249: writeCount 12052
47357: writeCount 15776
47397: writeCount 16241
47462: writeCount 21052
47466: writeCount 11371
47486: writeCount 8787
47502: writeCount 3993
47567: writeCount 10370
47596: writeCount 11117
47609: writeCount 10768
47672: writeCount 10570
47726: writeCount 13519
47740: writeCount 13211
47812: writeCount 14153
47853: writeCount 12837
47855: writeCount 11629
47885: writeCount 7343
47936: writeCount 8305
47956: writeCount 10410
47978: writeCount 9335
47987: writeCount 5474
48039: writeCount 8227
48085: writeCount 10607
48108: writeCount 11991
48210: writeCount 17063
48264: writeCount 17821
48293: writeCount 18393
48356: writeCount 14448
48487: writeCount 22317
48526: writeCount 23236
48627: writeCount 26960
48705: writeCount 21632
48764: writeCount 23636
48840: writeCount 21305
48873: writeCount 16770
48897: writeCount 13375
48935: writeCount 9464
48952: writeCount 7829
48961: writeCount 6525
48964: writeCount 2855
48997: writeCount 4621
49016: writeCount 5800
49023: writeCount 6066
49121: writeCount 12294
49243: writeCount 22452
49261: writeCount 23519
49282: writeCount 15977
49304: writeCount 6645
49305: writeCount 4459
49442: writeCount 15984
49492: writeCount 18719
49550: writeCount 24354
49559: writeCount 12290
49607: writeCount 11402
49648: writeCount 9714
49694: writeCount 13389
49702: writeCount 9812
49750: writeCount 10323
49780: writeCount 9157
49816: writeCount 11590
49825: writeCount 7566
49828: writeCount 5200
49922: writeCount 10478
50012: writeCount 18570
50027: writeCount 19779
50037: writeCount 11539
50051: writeCount 3866
50067: writeCount 3975
50106: writeCount 6853
50179: writeCount 12720
50212: writeCount 14499
50291: writeCount 18450
50396: writeCount 21687
50494: writeCount 28097
50514: writeCount 22166
50580: writeCount 18299
50594: writeCount 10531
50655: writeCount 14054
50665: writeCount 8469
50722: writeCount 13011
50764: writeCount 10851
50768: writeCount 10244
50774: writeCount 5173
50781: writeCount 1695
50796: writeCount 2888
50811: writeCount 3712
50812: writeCount 3110
50833: writeCount 3762
50845: writeCount 3475
50861: writeCount 5073
50933: writeCount 10090
50957: writeCount 11281
50990: writeCount 13024
50997: writeCount 6458
51033: writeCount 7698
51034: writeCount 4465
51162: writeCount 16937
51195: writeCount 16619
51252: writeCount 21791
51393: writeCount 24007
51520: writeCount 32752
51529: writeCount 28784
51560: writeCount 16684
51640: writeCount 11875
51684: writeCount 15441
51691: writeCount 13525
51763: writeCount 12407
51858: writeCount 18133
51901: writeCount 21087
51931: writeCount 16756
51966: writeCount 10886
52003: writeCount 10184
52004: writeCount 7617
52043: writeCount 7749
52091: writeCount 8940
52157: writeCount 15330
52186: writeCount 14332
52190: writeCount 9832
52208: writeCount 5099
52215: writeCount 2851
52286: writeCount 9516
52317: writeCount 10779
52320: writeCount 10389
52410: writeCount 12350
52483: writeCount 16591
52521: writeCount 20254
52522: writeCount 11344
52540: writeCount 6209
52561: writeCount 4377
52588: writeCount 6584
52640: writeCount 10330
52662: writeCount 10148
52692: writeCount 10945
52723: writeCount 8339
52836: writeCount 17492
52860: writeCount 16813
52951: writeCount 23463
53033: writeCount 19599
53162: writeCount 30860
53176: writeCount 23168
53181: writeCount 14862
53189: writeCount 2752
53212: writeCount 3654
53280: writeCount 9910
53286: writeCount 9945
53445: writeCount 23274
53469: writeCount 18871
53486: writeCount 20029
53568: writeCount 12099
53575: writeCount 10431
53579: writeCount 9160
53695: writeCount 12689
53783: writeCount 20763
53784: writeCount 20454
53793: writeCount 9777
53837: writeCount 5328
53911: writeCount 12478
53957: writeCount 16192
53965: writeCount 12651
54063: writeCount 15394
54064: writeCount 10889
54156: writeCount 19214
54166: writeCount 10163
54197: writeCount 13255
54244: writeCount 8826
54257: writeCount 9441
54301: writeCount 10451
54329: writeCount 8573
54336: writeCount 7955
54383: writeCount 8165
54443: writeCount 11372
54516: writeCount 18477
54521: writeCount 14298
54526: writeCount 8863
54536: writeCount 2018
54671: writeCount 15131
54677: writeCount 15157
54682: writeCount 14725
54712: writeCount 4069
54719: writeCount 4383
54739: writeCount 5686
54865: writeCount 15680
54877: writeCount 15638
54881: writeCount 14664
54896: writeCount 3442
54943: writeCount 6663
54986: writeCount 11213
55020: writeCount 12351
55040: writeCount 9633
55049: writeCount 6236
55142: writeCount 12344
55169: writeCount 13438
55294: writeCount 24594
55304: writeCount 16119
55363: writeCount 19247
55400: writeCount 10482
55438: writeCount 13366
55455: writeCount 9232
55567: writeCount 17301
55578: writeCount 14126
55604: writeCount 14935
55631: writeCount 6332
55699: writeCount 12021
55708: writeCount 10397
55781: writeCount 14814
55815: writeCount 11369
55868: writeCount 16080
55875: writeCount 9769
55932: writeCount 11514
55938: writeCount 6865
55971: writeCount 9448
56000: writeCount 6890
56054: writeCount 11647
56073: writeCount 10588
56097: writeCount 9720
56116: writeCount 6302
56135: writeCount 6294
56225: writeCount 12813
56246: writeCount 13468
56265: writeCount 13011
56295: writeCount 7032
56299: writeCount 5240
56316: writeCount 5048
56320: writeCount 2447
56340: writeCount 3999
56445: writeCount 13280
56447: writeCount 12744
56468: writeCount 12895
56562: writeCount 12194
56580: writeCount 13612
56606: writeCount 13782
56664: writeCount 10358
56694: writeCount 11533
56739: writeCount 13281
56755: writeCount 9015
56777: writeCount 8184
56780: writeCount 4144
56781: writeCount 2608
56782: writeCount 535
56886: writeCount 10669
56888: writeCount 10776
56909: writeCount 12791
57035: writeCount 14956
57102: writeCount 21405
57142: writeCount 23301
57182: writeCount 15335
57214: writeCount 11794
57292: writeCount 15098
57353: writeCount 17282
57377: writeCount 16336
57419: writeCount 13543
57446: writeCount 9317
57472: writeCount 10087
57526: writeCount 10905
57717: writeCount 27875
57772: writeCount 29873
57783: writeCount 25758
57812: writeCount 9324
57881: writeCount 10883
57908: writeCount 12392
57914: writeCount 10508
57922: writeCount 4018
57984: writeCount 7499
58025: writeCount 10886
58030: writeCount 10514
58057: writeCount 7108
58115: writeCount 8857
58132: writeCount 10049
58214: writeCount 15569
58234: writeCount 11758
58265: writeCount 13155
58332: writeCount 11652
58368: writeCount 13238
58413: writeCount 14633
58432: writeCount 10272
58472: writeCount 10272
58480: writeCount 6633
58499: writeCount 6600
58500: writeCount 2932
58533: writeCount 5589
58538: writeCount 3884
58555: writeCount 5490
58689: writeCount 15517
58701: writeCount 16274
58703: writeCount 14758
58707: writeCount 1778
58723: writeCount 2132
58751: writeCount 4690
58800: writeCount 9156
58814: writeCount 8984
58821: writeCount 7167
58883: writeCount 8228
58973: writeCount 15805
59003: writeCount 18179
59039: writeCount 16189
59082: writeCount 10960
59171: writeCount 16615
59181: writeCount 14049
59186: writeCount 10258
59380: writeCount 20866
59417: writeCount 24166
59435: writeCount 24784
59445: writeCount 6451
59517: writeCount 10009
59571: writeCount 13701
59602: writeCount 15744
59685: writeCount 17521
59719: writeCount 14809
59768: writeCount 16714
59801: writeCount 11603
59805: writeCount 8667
59890: writeCount 12247
59918: writeCount 11732
59987: writeCount 18150
60028: writeCount 13737
60029: writeCount 11392
60078: writeCount 9007
60097: writeCount 7168
60205: writeCount 17417
60224: writeCount 14525
60319: writeCount 22138
60337: writeCount 13353
60346: writeCount 12334
60412: writeCount 9333
60444: writeCount 10573
60534: writeCount 19148
60538: writeCount 12519
60546: writeCount 10199
60634: writeCount 10299
60869: writeCount 32902
60881: writeCount 34619
60910: writeCount 27489
60940: writeCount 7004
61003: writeCount 12285
61049: writeCount 13681
61071: writeCount 12832
61109: writeCount 10912
61128: writeCount 7805
61148: writeCount 7713
61177: writeCount 6743
61199: writeCount 7049
61248: writeCount 9932
61321: writeCount 14884
61322: writeCount 12390
61365: writeCount 11688
61366: writeCount 4412
61373: writeCount 4979
61388: writeCount 2272
61472: writeCount 10629
61507: writeCount 13418
61539: writeCount 15163
61557: writeCount 8533
61697: writeCount 19613
61738: writeCount 20000
61769: writeCount 21791
61798: writeCount 11018
61830: writeCount 9198
61866: writeCount 9670
61922: writeCount 12329
61979: writeCount 14946
61991: writeCount 12572
62042: writeCount 12050
62074: writeCount 9593
62117: writeCount 12723
62260: writeCount 21876
62272: writeCount 19829
62294: writeCount 18207
62416: writeCount 15614
62459: writeCount 18663
62478: writeCount 18737
62519: writeCount 10146
62521: writeCount 6050
62552: writeCount 7299
62571: writeCount 5384
62614: writeCount 9237
62655: writeCount 10572
62682: writeCount 10972
62696: writeCount 8059
62703: writeCount 4703
62720: writeCount 3787
62737: writeCount 4102
62745: writeCount 4182
62756: writeCount 3585
62766: writeCount 2924
62771: writeCount 2653
62903: writeCount 14873
62909: writeCount 14464
62928: writeCount 15856
62949: writeCount 4662
62994: writeCount 8613
63017: writeCount 9024
63039: writeCount 9369
63081: writeCount 9147
63114: writeCount 9731
63147: writeCount 10826
63206: writeCount 12427
63229: writeCount 11497
63313: writeCount 16646
63320: writeCount 11463
63341: writeCount 11245
63383: writeCount 6970
63448: writeCount 12842
63544: writeCount 20258
63554: writeCount 17096
63609: writeCount 16102
63630: writeCount 8785
63668: writeCount 11601
63690: writeCount 8596
63722: writeCount 9315
63786: writeCount 11988
63927: writeCount 23940
63942: writeCount 22142
63971: writeCount 18488
63982: writeCount 5456
64078: writeCount 13402
64083: writeCount 11056
64097: writeCount 11255
64125: writeCount 4556
64133: writeCount 4887
64138: writeCount 4048
64140: writeCount 1663
64157: writeCount 2418
64159: writeCount 2202
64193: writeCount 5372
64303: writeCount 14863
64316: writeCount 16031
64347: writeCount 16096
64350: writeCount 4745
64421: writeCount 10684
64438: writeCount 9050
64458: writeCount 10728
64519: writeCount 9751
64572: writeCount 13468
64574: writeCount 11684
64643: writeCount 12935
64735: writeCount 16335
64833: writeCount 25983
64880: writeCount 23951
64900: writeCount 16726
64920: writeCount 8881
64934: writeCount 5435
64947: writeCount 4670
64960: writeCount 4014
64989: writeCount 5662
65001: writeCount 5443
65022: writeCount 6259
65122: writeCount 13227
65123: writeCount 12114
65164: writeCount 14096
65197: writeCount 8020
65254: writeCount 13009
65273: writeCount 10789
65296: writeCount 9813
65390: writeCount 13684
65453: writeCount 18041
65598: writeCount 30326
65603: writeCount 21350
65604: writeCount 15187
65664: writeCount 6603
65679: writeCount 7636
65759: writeCount 15627
65823: writeCount 16537
65881: writeCount 20831
65890: writeCount 12990
65947: writeCount 12307
65993: writeCount 11191
66031: writeCount 14035
66117: writeCount 17657
66245: writeCount 25496
66267: writeCount 24627
66324: writeCount 21735
66338: writeCount 9968
66436: writeCount 17108
66440: writeCount 11760
66518: writeCount 19432
66564: writeCount 12837
66584: writeCount 14773
66592: writeCount 7377
66650: writeCount 8747
66668: writeCount 8910
66687: writeCount 9745
66707: writeCount 5758
66811: writeCount 14360
66814: writeCount 12722
66842: writeCount 13550
66918: writeCount 10788
66920: writeCount 10974
66972: writeCount 13162
66982: writeCount 6453
67060: writeCount 13944
67162: writeCount 18990
67174: writeCount 19198
67229: writeCount 17104
67279: writeCount 11707
67283: writeCount 10870
67295: writeCount 6418
67309: writeCount 3097
67339: writeCount 5437
67414: writeCount 11800
67424: writeCount 11428
67495: writeCount 15414
67502: writeCount 8572
67515: writeCount 8804
67519: writeCount 2570
67550: writeCount 4649
67553: writeCount 3733
67557: writeCount 3747
67605: writeCount 5520
67663: writeCount 10947
67784: writeCount 22546
67800: writeCount 19359
67820: writeCount 15609
67904: writeCount 11877
67909: writeCount 10771
67926: writeCount 10426
67972: writeCount 6668
68084: writeCount 17456
68098: writeCount 17234
68191: writeCount 21956
68352: writeCount 26803
68389: writeCount 29077
68440: writeCount 24758
68464: writeCount 11068
68515: writeCount 12455
68546: writeCount 10591
68574: writeCount 10924
68629: writeCount 11419
68655: writeCount 10952
68789: writeCount 21501
68794: writeCount 16407
68802: writeCount 14610
68844: writeCount 5598
68891: writeCount 10103
68986: writeCount 18446
68995: writeCount 15669
69014: writeCount 12843
69026: writeCount 4083
69027: writeCount 3185
69035: writeCount 2114
69042: writeCount 1618
69057: writeCount 3053
69064: writeCount 2919
69080: writeCount 3882
69095: writeCount 3923
69117: writeCount 5457
69165: writeCount 8582
69241: writeCount 14943
69256: writeCount 14283
69296: writeCount 13528
69317: writeCount 8213
69327: writeCount 7225
69438: writeCount 14194
69443: writeCount 12662
69472: writeCount 14566
69483: writeCount 4468
69490: writeCount 4607
69546: writeCount 7236
69549: writeCount 6512
69554: writeCount 6319
69556: writeCount 1007
69572: writeCount 2245
69595: writeCount 4122
69602: writeCount 4810
69639: writeCount 6771
69652: writeCount 5677
69671: writeCount 6874
69688: writeCount 4921
69710: writeCount 5827
69758: writeCount 8921
69789: writeCount 10122
69847: writeCount 13778
69848: writeCount 9080
69859: writeCount 7062
69886: writeCount 3921
69969: writeCount 12188
70040: writeCount 18144
70065: writeCount 18424
70079: writeCount 11004
70080: writeCount 4013
70086: writeCount 2172
70104: writeCount 2457
70116: writeCount 3559
70117: writeCount 3038
70162: writeCount 5800
70165: writeCount 5085
70228: writeCount 10941
70283: writeCount 11858
70295: writeCount 13134
70356: writeCount 12762
70471: writeCount 18782
70482: writeCount 18589
70526: writeCount 16946
70672: writeCount 20211
70750: writeCount 26911
70751: writeCount 22582
70769: writeCount 9672
70817: writeCount 6756
70849: writeCount 9908
70912: writeCount 14631
70920: writeCount 10225
70947: writeCount 9615
70977: writeCount 6476
71004: writeCount 8505
71006: writeCount 6061
71125: writeCount 14970
71166: writeCount 16267
71188: writeCount 18183
71256: writeCount 13114
71304: writeCount 13827
71324: writeCount 14027
71441: writeCount 18509
71444: writeCount 14656
71450: writeCount 12619
71499: writeCount 5797
71531: writeCount 8725
71554: writeCount 10752
71570: writeCount 7137
71575: writeCount 4449
71589: writeCount 3465
71590: writeCount 2030
71651: writeCount 7635
71737: writeCount 14893
71756: writeCount 16703
71880: writeCount 23022
71912: writeCount 17590
71999: writeCount 24471
72020: writeCount 14109
72080: writeCount 16783
72114: writeCount 11399
72199: writeCount 18302
72422: writeCount 34233
72429: writeCount 31537
72501: writeCount 31166
72542: writeCount 12010
72553: writeCount 12350
72579: writeCount 7642
72625: writeCount 8277
72669: writeCount 11942
72691: writeCount 11231
72704: writeCount 8306
72747: writeCount 7745
72765: writeCount 7308
72800: writeCount 9761
72916: writeCount 16662
72936: writeCount 16938
73057: writeCount 25561
73144: writeCount 22720
73178: writeCount 24748
73272: writeCount 21203
73310: writeCount 16540
73327: writeCount 14833
73355: writeCount 8851
73378: writeCount 7282
73484: writeCount 16161
73547: writeCount 19179
73576: writeCount 19920
73621: writeCount 14373
73646: writeCount 9961
